Trafikkregistreringspunkt,Vegreferanse,Navn,Felt,Til,Dato,Dag,Måned,Fra tidspunkt,Til tidspunkt,Trafikkmengde,Gyldige passeringer,Dekningsgrad,Gjennomsnittshastighet,85-fraktil,Hour,DayOfWeek,IsWeekend,DayNumber,DayOfMonth,Season
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 00:00:00+00:00,2021-01-01,Fredag,Januar,00:00:00,01:00:00,24,24,1.0,86.9,103.0,0,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 01:00:00+00:00,2021-01-01,Fredag,Januar,01:00:00,02:00:00,33,33,1.0,87.4,94.2,1,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 02:00:00+00:00,2021-01-01,Fredag,Januar,02:00:00,03:00:00,23,23,1.0,88.1,101.9,2,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 03:00:00+00:00,2021-01-01,Fredag,Januar,03:00:00,04:00:00,7,7,1.0,89.1,108.2,3,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 04:00:00+00:00,2021-01-01,Fredag,Januar,04:00:00,05:00:00,9,9,1.0,86.4,96.8,4,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 06:00:00+00:00,2021-01-01,Fredag,Januar,06:00:00,07:00:00,6,6,1.0,85.8,95.9,6,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 07:00:00+00:00,2021-01-01,Fredag,Januar,07:00:00,08:00:00,25,25,1.0,96.2,106.7,7,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 08:00:00+00:00,2021-01-01,Fredag,Januar,08:00:00,09:00:00,8,8,1.0,98.3,107.0,8,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 09:00:00+00:00,2021-01-01,Fredag,Januar,09:00:00,10:00:00,9,9,1.0,84.8,91.7,9,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 10:00:00+00:00,2021-01-01,Fredag,Januar,10:00:00,11:00:00,13,13,1.0,85.4,93.2,10,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 11:00:00+00:00,2021-01-01,Fredag,Januar,11:00:00,12:00:00,40,40,1.0,88.0,98.7,11,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 12:00:00+00:00,2021-01-01,Fredag,Januar,12:00:00,13:00:00,58,58,1.0,88.5,99.7,12,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 13:00:00+00:00,2021-01-01,Fredag,Januar,13:00:00,14:00:00,89,89,1.0,83.5,91.3,13,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 14:00:00+00:00,2021-01-01,Fredag,Januar,14:00:00,15:00:00,90,90,1.0,88.0,95.8,14,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 15:00:00+00:00,2021-01-01,Fredag,Januar,15:00:00,16:00:00,122,122,1.0,84.7,94.1,15,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 16:00:00+00:00,2021-01-01,Fredag,Januar,16:00:00,17:00:00,75,75,1.0,85.0,98.0,16,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 17:00:00+00:00,2021-01-01,Fredag,Januar,17:00:00,18:00:00,97,97,1.0,83.7,93.3,17,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 18:00:00+00:00,2021-01-01,Fredag,Januar,18:00:00,19:00:00,60,60,1.0,87.3,99.9,18,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 19:00:00+00:00,2021-01-01,Fredag,Januar,19:00:00,20:00:00,67,67,1.0,86.1,95.0,19,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 20:00:00+00:00,2021-01-01,Fredag,Januar,20:00:00,21:00:00,36,36,1.0,86.5,94.6,20,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 21:00:00+00:00,2021-01-01,Fredag,Januar,21:00:00,22:00:00,34,34,1.0,89.5,97.2,21,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 22:00:00+00:00,2021-01-01,Fredag,Januar,22:00:00,23:00:00,26,26,1.0,89.0,102.1,22,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-01 23:00:00+00:00,2021-01-01,Fredag,Januar,23:00:00,00:00:00,25,25,1.0,92.8,109.6,23,4,0,1,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 00:00:00+00:00,2021-01-02,Lørdag,Januar,00:00:00,01:00:00,12,12,1.0,92.3,112.1,0,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 02:00:00+00:00,2021-01-02,Lørdag,Januar,02:00:00,03:00:00,7,7,1.0,105.5,133.8,2,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 03:00:00+00:00,2021-01-02,Lørdag,Januar,03:00:00,04:00:00,7,7,1.0,90.3,96.5,3,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 04:00:00+00:00,2021-01-02,Lørdag,Januar,04:00:00,05:00:00,9,9,1.0,95.3,125.6,4,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 05:00:00+00:00,2021-01-02,Lørdag,Januar,05:00:00,06:00:00,5,5,1.0,89.9,99.3,5,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 06:00:00+00:00,2021-01-02,Lørdag,Januar,06:00:00,07:00:00,12,12,1.0,86.1,99.7,6,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 07:00:00+00:00,2021-01-02,Lørdag,Januar,07:00:00,08:00:00,25,25,1.0,90.3,112.3,7,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 08:00:00+00:00,2021-01-02,Lørdag,Januar,08:00:00,09:00:00,22,22,1.0,86.3,91.8,8,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 09:00:00+00:00,2021-01-02,Lørdag,Januar,09:00:00,10:00:00,58,58,1.0,86.3,97.0,9,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 10:00:00+00:00,2021-01-02,Lørdag,Januar,10:00:00,11:00:00,72,72,1.0,86.3,95.0,10,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 11:00:00+00:00,2021-01-02,Lørdag,Januar,11:00:00,12:00:00,134,134,1.0,82.5,91.0,11,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 12:00:00+00:00,2021-01-02,Lørdag,Januar,12:00:00,13:00:00,144,144,1.0,84.4,90.4,12,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 13:00:00+00:00,2021-01-02,Lørdag,Januar,13:00:00,14:00:00,140,140,1.0,85.0,92.9,13,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 14:00:00+00:00,2021-01-02,Lørdag,Januar,14:00:00,15:00:00,141,141,1.0,84.9,93.2,14,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 15:00:00+00:00,2021-01-02,Lørdag,Januar,15:00:00,16:00:00,148,148,1.0,82.7,91.1,15,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 16:00:00+00:00,2021-01-02,Lørdag,Januar,16:00:00,17:00:00,115,115,1.0,83.9,93.3,16,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 17:00:00+00:00,2021-01-02,Lørdag,Januar,17:00:00,18:00:00,121,121,1.0,84.7,94.4,17,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 18:00:00+00:00,2021-01-02,Lørdag,Januar,18:00:00,19:00:00,75,75,1.0,85.1,96.0,18,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 19:00:00+00:00,2021-01-02,Lørdag,Januar,19:00:00,20:00:00,104,104,1.0,84.0,93.5,19,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 20:00:00+00:00,2021-01-02,Lørdag,Januar,20:00:00,21:00:00,60,60,1.0,88.7,98.7,20,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 21:00:00+00:00,2021-01-02,Lørdag,Januar,21:00:00,22:00:00,48,48,1.0,86.5,96.8,21,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 22:00:00+00:00,2021-01-02,Lørdag,Januar,22:00:00,23:00:00,31,31,1.0,96.0,102.9,22,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-02 23:00:00+00:00,2021-01-02,Lørdag,Januar,23:00:00,00:00:00,20,20,1.0,97.1,112.5,23,5,1,2,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 00:00:00+00:00,2021-01-03,Søndag,Januar,00:00:00,01:00:00,28,28,1.0,87.8,98.0,0,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 04:00:00+00:00,2021-01-03,Søndag,Januar,04:00:00,05:00:00,0,0,1.0,84.1,,4,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 06:00:00+00:00,2021-01-03,Søndag,Januar,06:00:00,07:00:00,5,5,1.0,86.4,90.8,6,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 07:00:00+00:00,2021-01-03,Søndag,Januar,07:00:00,08:00:00,18,18,1.0,92.0,105.6,7,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 08:00:00+00:00,2021-01-03,Søndag,Januar,08:00:00,09:00:00,15,15,1.0,88.3,96.0,8,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 09:00:00+00:00,2021-01-03,Søndag,Januar,09:00:00,10:00:00,23,23,1.0,87.8,100.3,9,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 10:00:00+00:00,2021-01-03,Søndag,Januar,10:00:00,11:00:00,49,49,1.0,82.8,93.2,10,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 11:00:00+00:00,2021-01-03,Søndag,Januar,11:00:00,12:00:00,65,65,1.0,83.9,93.8,11,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 12:00:00+00:00,2021-01-03,Søndag,Januar,12:00:00,13:00:00,93,93,1.0,85.5,96.7,12,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 13:00:00+00:00,2021-01-03,Søndag,Januar,13:00:00,14:00:00,108,108,1.0,84.8,90.7,13,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 14:00:00+00:00,2021-01-03,Søndag,Januar,14:00:00,15:00:00,158,158,1.0,84.7,92.0,14,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 15:00:00+00:00,2021-01-03,Søndag,Januar,15:00:00,16:00:00,192,192,1.0,81.3,90.1,15,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 16:00:00+00:00,2021-01-03,Søndag,Januar,16:00:00,17:00:00,116,116,1.0,81.6,88.2,16,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 17:00:00+00:00,2021-01-03,Søndag,Januar,17:00:00,18:00:00,165,165,1.0,79.1,90.2,17,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 18:00:00+00:00,2021-01-03,Søndag,Januar,18:00:00,19:00:00,104,104,1.0,85.1,93.3,18,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 19:00:00+00:00,2021-01-03,Søndag,Januar,19:00:00,20:00:00,98,98,1.0,83.7,91.2,19,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 20:00:00+00:00,2021-01-03,Søndag,Januar,20:00:00,21:00:00,60,60,1.0,85.7,96.7,20,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 21:00:00+00:00,2021-01-03,Søndag,Januar,21:00:00,22:00:00,46,46,1.0,90.5,102.7,21,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 22:00:00+00:00,2021-01-03,Søndag,Januar,22:00:00,23:00:00,37,37,1.0,86.1,96.9,22,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-03 23:00:00+00:00,2021-01-03,Søndag,Januar,23:00:00,00:00:00,15,15,1.0,94.0,111.3,23,6,1,3,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 00:00:00+00:00,2021-01-04,Mandag,Januar,00:00:00,01:00:00,11,11,1.0,86.8,96.0,0,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 04:00:00+00:00,2021-01-04,Mandag,Januar,04:00:00,05:00:00,10,10,1.0,86.1,96.9,4,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 05:00:00+00:00,2021-01-04,Mandag,Januar,05:00:00,06:00:00,26,26,1.0,85.5,95.4,5,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 06:00:00+00:00,2021-01-04,Mandag,Januar,06:00:00,07:00:00,85,85,1.0,86.2,93.3,6,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 07:00:00+00:00,2021-01-04,Mandag,Januar,07:00:00,08:00:00,357,357,1.0,83.6,90.5,7,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 08:00:00+00:00,2021-01-04,Mandag,Januar,08:00:00,09:00:00,151,151,1.0,83.6,91.9,8,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 09:00:00+00:00,2021-01-04,Mandag,Januar,09:00:00,10:00:00,112,112,1.0,81.8,88.6,9,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 10:00:00+00:00,2021-01-04,Mandag,Januar,10:00:00,11:00:00,85,85,1.0,85.2,93.1,10,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 11:00:00+00:00,2021-01-04,Mandag,Januar,11:00:00,12:00:00,121,121,1.0,84.2,91.8,11,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 12:00:00+00:00,2021-01-04,Mandag,Januar,12:00:00,13:00:00,122,122,1.0,82.9,90.6,12,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 13:00:00+00:00,2021-01-04,Mandag,Januar,13:00:00,14:00:00,115,115,1.0,82.6,91.4,13,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 14:00:00+00:00,2021-01-04,Mandag,Januar,14:00:00,15:00:00,94,94,1.0,82.7,90.7,14,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 15:00:00+00:00,2021-01-04,Mandag,Januar,15:00:00,16:00:00,157,157,1.0,85.9,93.4,15,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 16:00:00+00:00,2021-01-04,Mandag,Januar,16:00:00,17:00:00,99,99,1.0,81.5,87.5,16,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 17:00:00+00:00,2021-01-04,Mandag,Januar,17:00:00,18:00:00,92,92,1.0,85.1,96.7,17,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 18:00:00+00:00,2021-01-04,Mandag,Januar,18:00:00,19:00:00,60,60,1.0,86.9,96.3,18,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 19:00:00+00:00,2021-01-04,Mandag,Januar,19:00:00,20:00:00,56,56,1.0,87.0,96.1,19,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 20:00:00+00:00,2021-01-04,Mandag,Januar,20:00:00,21:00:00,42,42,1.0,86.9,98.2,20,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 21:00:00+00:00,2021-01-04,Mandag,Januar,21:00:00,22:00:00,21,21,1.0,91.6,100.5,21,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 22:00:00+00:00,2021-01-04,Mandag,Januar,22:00:00,23:00:00,27,27,1.0,90.0,99.6,22,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-04 23:00:00+00:00,2021-01-04,Mandag,Januar,23:00:00,00:00:00,25,25,1.0,91.0,102.4,23,0,0,4,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 00:00:00+00:00,2021-01-05,Tirsdag,Januar,00:00:00,01:00:00,7,7,1.0,86.4,93.7,0,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 01:00:00+00:00,2021-01-05,Tirsdag,Januar,01:00:00,02:00:00,5,5,1.0,94.4,103.6,1,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 03:00:00+00:00,2021-01-05,Tirsdag,Januar,03:00:00,04:00:00,10,10,1.0,93.2,96.8,3,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 04:00:00+00:00,2021-01-05,Tirsdag,Januar,04:00:00,05:00:00,16,16,1.0,93.0,107.0,4,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 05:00:00+00:00,2021-01-05,Tirsdag,Januar,05:00:00,06:00:00,28,28,1.0,89.5,99.8,5,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 06:00:00+00:00,2021-01-05,Tirsdag,Januar,06:00:00,07:00:00,97,97,1.0,85.7,93.0,6,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 07:00:00+00:00,2021-01-05,Tirsdag,Januar,07:00:00,08:00:00,323,323,1.0,83.6,90.6,7,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 08:00:00+00:00,2021-01-05,Tirsdag,Januar,08:00:00,09:00:00,155,155,1.0,82.1,92.0,8,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 09:00:00+00:00,2021-01-05,Tirsdag,Januar,09:00:00,10:00:00,92,92,1.0,80.4,90.4,9,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 10:00:00+00:00,2021-01-05,Tirsdag,Januar,10:00:00,11:00:00,93,93,1.0,83.3,90.6,10,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 11:00:00+00:00,2021-01-05,Tirsdag,Januar,11:00:00,12:00:00,85,85,1.0,84.4,92.3,11,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 12:00:00+00:00,2021-01-05,Tirsdag,Januar,12:00:00,13:00:00,103,103,1.0,85.1,94.2,12,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 13:00:00+00:00,2021-01-05,Tirsdag,Januar,13:00:00,14:00:00,109,109,1.0,82.6,91.3,13,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 14:00:00+00:00,2021-01-05,Tirsdag,Januar,14:00:00,15:00:00,119,119,1.0,84.0,92.1,14,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 15:00:00+00:00,2021-01-05,Tirsdag,Januar,15:00:00,16:00:00,139,139,1.0,84.2,94.0,15,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 16:00:00+00:00,2021-01-05,Tirsdag,Januar,16:00:00,17:00:00,128,128,1.0,82.3,89.7,16,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 17:00:00+00:00,2021-01-05,Tirsdag,Januar,17:00:00,18:00:00,93,93,1.0,84.1,92.1,17,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 18:00:00+00:00,2021-01-05,Tirsdag,Januar,18:00:00,19:00:00,67,67,1.0,87.4,96.5,18,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 19:00:00+00:00,2021-01-05,Tirsdag,Januar,19:00:00,20:00:00,56,56,1.0,85.5,93.8,19,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 20:00:00+00:00,2021-01-05,Tirsdag,Januar,20:00:00,21:00:00,45,45,1.0,89.0,95.9,20,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 21:00:00+00:00,2021-01-05,Tirsdag,Januar,21:00:00,22:00:00,28,28,1.0,88.8,97.3,21,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 22:00:00+00:00,2021-01-05,Tirsdag,Januar,22:00:00,23:00:00,17,17,1.0,93.6,105.6,22,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-05 23:00:00+00:00,2021-01-05,Tirsdag,Januar,23:00:00,00:00:00,14,14,1.0,100.6,128.4,23,1,0,5,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 00:00:00+00:00,2021-01-06,Onsdag,Januar,00:00:00,01:00:00,8,8,1.0,88.9,101.3,0,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 01:00:00+00:00,2021-01-06,Onsdag,Januar,01:00:00,02:00:00,6,6,1.0,93.5,106.0,1,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 03:00:00+00:00,2021-01-06,Onsdag,Januar,03:00:00,04:00:00,10,10,1.0,90.8,97.2,3,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 04:00:00+00:00,2021-01-06,Onsdag,Januar,04:00:00,05:00:00,17,17,1.0,85.1,92.7,4,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 05:00:00+00:00,2021-01-06,Onsdag,Januar,05:00:00,06:00:00,25,25,1.0,88.0,99.6,5,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 06:00:00+00:00,2021-01-06,Onsdag,Januar,06:00:00,07:00:00,85,85,1.0,86.6,93.6,6,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 07:00:00+00:00,2021-01-06,Onsdag,Januar,07:00:00,08:00:00,348,348,1.0,83.8,91.9,7,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 08:00:00+00:00,2021-01-06,Onsdag,Januar,08:00:00,09:00:00,158,158,1.0,85.7,93.4,8,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 09:00:00+00:00,2021-01-06,Onsdag,Januar,09:00:00,10:00:00,120,120,1.0,81.6,89.6,9,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 10:00:00+00:00,2021-01-06,Onsdag,Januar,10:00:00,11:00:00,94,94,1.0,83.7,90.1,10,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 11:00:00+00:00,2021-01-06,Onsdag,Januar,11:00:00,12:00:00,92,92,1.0,84.1,91.4,11,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 12:00:00+00:00,2021-01-06,Onsdag,Januar,12:00:00,13:00:00,110,110,1.0,85.2,95.6,12,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 13:00:00+00:00,2021-01-06,Onsdag,Januar,13:00:00,14:00:00,100,100,1.0,84.5,92.3,13,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 14:00:00+00:00,2021-01-06,Onsdag,Januar,14:00:00,15:00:00,109,109,1.0,86.1,94.9,14,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 15:00:00+00:00,2021-01-06,Onsdag,Januar,15:00:00,16:00:00,142,142,1.0,84.0,93.2,15,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 16:00:00+00:00,2021-01-06,Onsdag,Januar,16:00:00,17:00:00,112,112,1.0,82.8,90.4,16,2,0,6,1,Winter
79445V249004,FV64 S6D1 m6899,Fannefjordtunnelen,1,2021-01-06 17:00:00+00:00,2021-01-06,Onsdag,Januar,17:00:00,18:00:00,80,80,1.0,83.2,88.3,17,2,0,6,1,Winter
